epoch,loc_loss,loc_acc,mem_loss,mem_acc
29,0.9808561495121788,66.32470750965362,0.3081088296192534,88.93435536856666
30,0.96786439988543,66.5725318425451,0.3080415827605654,88.76721802777938
31,0.9520295012523147,67.27566134516742,0.30311498528017716,88.92859201198779
32,0.9619103933081907,66.53795170307187,0.3061398792573634,88.87095844619907
33,0.9485994375803891,67.37363840700824,0.3028338127495611,88.73263788830616
34,0.9323452903943903,68.07676790963056,0.29862773549907345,89.187943058037
35,0.9377939915832352,67.69638637542505,0.2992559860953513,88.90553858567229
36,0.919466012979255,68.12287476226155,0.2936407000045566,89.10149270935392
37,0.9076017566463527,68.27848538989107,0.2881058970575823,89.46458417382284
38,0.9071242195718429,68.52054636620367,0.29093974423320856,89.14183620540604
39,0.9048333588768455,68.58970664515014,0.2898853967952378,89.23404991066798
40,0.9038384876707021,68.80871419514726,0.2928725877667175,89.19370641461587
41,0.8879545107483864,69.36775978329779,0.2824205848224023,89.64324822776784
42,0.875063761630479,69.78272145697655,0.2863719014122206,89.60866808829462
43,0.8728986237855518,70.15733963460319,0.27980450535302653,89.6951184369777
44,0.8706198711605633,70.04207250302576,0.2774104517610634,89.93141605671143
45,0.8689267179545235,69.65016425566249,0.2807939534678179,89.58561466197914
46,0.8529921550961101,70.56653795170307,0.2716664930476862,89.90259927381707
47,0.8463643105591044,70.73367529249035,0.2721049688099062,90.07549997118322
48,0.8397350758314133,70.86623249380439,0.27177462091340737,89.94294276986918
49,0.8439936383682138,70.68756843985938,0.27508353518650813,89.79885885539738
50,0.8300336090957418,71.11982018327474,0.2685639670885661,90.04668318828885
51,0.8224462437279084,71.71920926747738,0.26486796841901894,90.37519451328454
52,0.8162338220897842,71.7537894069506,0.2582857457592207,90.50775171459858
53,0.8020503126523074,72.14569765431386,0.2618100108469234,90.24840066854937
54,0.8050941588247523,72.2206212898392,0.2594390083104372,90.29450752118034
55,0.8030349147670409,72.07653737536741,0.25563595465877476,90.4040112961789
56,0.7924923852962606,72.52031583194052,0.25519115181968494,90.4616448619676
57,0.7839999689775354,72.49726240562504,0.2530836595551056,90.62878220275489
58,0.7855533957481384,72.71050659904328,0.2535718906232539,90.38095786986341
59,0.7802709547035834,72.80272030430523,0.2508258597158334,90.64030891591263
60,0.7591181699843967,73.75943749639791,0.24853447178269134,90.75557604749007
61,0.7549218368880889,73.71909400034579,0.24449713889728575,91.14748429485331
62,0.7559192873099271,73.75943749639791,0.24471705790389986,90.73828597775343
63,0.7528701387345791,73.99573511613163,0.24392809406580293,90.9515301711717
64,0.7482472035814735,73.78825427929226,0.24001825633732712,91.0091637369604
65,0.7302082684986732,74.6700478358596,0.23848614973180435,91.25698806985189
66,0.7317099374006776,74.3876433634949,0.23498299137196121,91.11866751195896
67,0.7361539843327859,74.09371217797245,0.24010910488226833,90.9284767448562
68,0.7233441303319791,74.99855916085528,0.23441526885418332,91.23969800011527
69,0.7095662250238306,75.3385971990087,0.2281653171624331,91.30309492248286
70,0.7094510353225119,75.50573453979598,0.22820650353370345,91.36649184485044
71,0.7253003698938033,74.68733790559622,0.23436783659545815,91.28580485274624
72,0.7124969968024422,75.26943692006225,0.23104045879753196,91.38954527116593
73,0.6968692497295492,75.60371160163679,0.22495935271110604,91.60855282116304
74,0.6891932551036862,76.05325341478877,0.22202525835703402,91.50481240274337
75,0.6949502617559012,75.98985649242118,0.22388616017997265,91.34920177511383
76,0.6711450293660164,76.3932914529422,0.21513909884892843,92.04656792115729
77,0.6708408370614052,76.61229900293931,0.21533089339294853,91.85637715405453
78,0.6610733424039448,77.09642095556451,0.21548219041570144,91.98893435536857
79,0.6564748059300816,77.2635582963518,0.21254941689617493,92.00622442510517
80,0.6468791821423698,77.52290934240101,0.20687189939267495,92.12149155668261
81,0.6504349822507185,77.04455074635467,0.21081623533631072,91.97164428563195
82,0.6391247074831935,77.4249322805602,0.20133120303644853,92.32320903694311
83,0.6352094499503865,77.88023745029105,0.20706677836749485,92.22523197510229
84,0.6486678454367554,77.5459627687165,0.2096234211588607,92.01775113826292
85,0.6320622280678329,77.69004668318829,0.2028203110265381,92.13301826984035
86,0.6321621434215237,77.47103913319117,0.2031489370171638,92.31168232378538
87,0.6411016392795479,77.48256584634892,0.20364092882065213,92.19641519220794
88,0.6220683595713448,77.71310010950377,0.19752016532070496,92.53645323036136
89,0.613403120680767,78.69287072791194,0.2025449513731634,92.35778917641635
90,0.5946730261339861,79.28073309895683,0.1898452129543704,92.85920119877817
91,0.5954785883864936,79.10783240159068,0.19158586169428685,92.48458302115152
92,0.5927073271835551,79.28073309895683,0.19004135178949902,92.81885770272606
93,0.5881635965231586,79.1251224713273,0.19004153953317335,92.83038441588381
94,0.583119623363018,79.44210708316524,0.18733909835710244,92.88225462509365
95,0.5829990609165501,79.58619099763702,0.19011416790239952,92.911071407988
96,0.577189255724935,79.47668722263846,0.18647267548915217,93.02633853956544
97,0.586719049469513,79.42481701342862,0.1881760135293007,92.64019364878105
98,0.5592383339124567,80.07031295026223,0.17554044772816055,93.14160567114287
99,0.5637723930618342,80.24897700420725,0.18037532571264925,93.08973546193303
100,0.5626053122036597,80.44493112788888,0.17362736149088426,93.32026972508788
